GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,Gender,Year_study,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared
3.3690417806117647,0.8469891009014278,0.7518074477907482,0.7518074477907482,0.7743369663661908,0.9043369663661908,1,3,0,200,2,1,0,2,3,1,3,4,3,1,2,2,2,3,5,4,4,2,5,2,4,3,4,4,5,4,2,3,2,3,3,4,3,4,3,4,4,4,2,3,1,1,2,2,1,2,2,1
2.4839585172854473,0.7566668397980681,0.9010417424116548,0.7972916774873793,0.8870832251262074,0.648333419899034,1,1,0,200,1,0,0,2,1,1,2,2,2,2,2,3,3,2,3,2,3,3,3,2,1,2,2,2,3,2,1,2,2,3,3,4,3,3,3,2,3,2,2,2,2,1,2,1,2,1,1,2
2.282890280286889,0.8924411431717746,0.9078160016518164,0.9270662846917327,0.7951177136564509,0.8022057158588728,1,1,0,300,1,4,0,2,1,3,3,2,2,5,2,3,1,1,2,2,3,5,1,3,4,2,1,3,3,4,2,2,2,3,2,3,2,1,2,5,2,3,1,1,2,3,4,4,2,1,3,3
2.348829531522144,0.8735241599181242,0.6313825525369063,0.6970610743208039,0.874707382880536,0.7609838933879173,1,1,1,300,2,1,0,3,4,1,4,2,1,5,5,4,3,1,3,2,2,4,4,2,3,4,3,2,2,4,4,3,1,3,2,1,4,3,1,5,5,4,3,1,3,4,2,3,1,2,2,4
2.4114078345369556,0.8931552992778264,0.9025350743415458,0.7877184330926088,0.9954368661852177,0.7925350743415458,2,1,1,300,2,2,0,1,3,1,1,4,4,1,2,2,3,3,2,1,1,3,1,2,2,1,3,2,4,2,1,2,3,4,1,2,3,2,4,1,2,2,3,3,2,3,2,3,2,4,2,1
2.321833775560724,0.8862648414677925,0.9499150719630397,0.9895415561098191,0.9373853890274547,0.79,1,0,0,300,1,1,0,1,3,2,4,1,2,3,2,3,3,3,2,1,2,3,4,4,2,4,2,3,3,1,2,3,4,3,2,2,4,1,2,3,2,3,3,3,2,3,3,4,4,2,4,4
2.369101710871229,0.8750794036153662,0.7150794036153661,0.6965607951795117,0.9868784096409765,0.9665607951795118,1,1,1,300,3,1,0,2,5,2,2,3,2,3,2,1,1,3,2,1,2,1,4,4,3,2,2,2,1,2,2,1,2,1,1,2,2,1,2,3,2,1,1,3,2,3,2,3,3,4,3,2
2.451281805573441,0.7506247815952819,0.7082415476343781,0.7639194841218739,0.8247987103046849,0.669120773817189,1,2,1,200,2,0,2,4,0,1,4,5,2,4,3,3,3,4,3,2,4,3,4,4,4,2,3,3,2,3,2,2,2,2,4,3,2,5,2,4,3,3,3,4,3,3,4,2,2,3,3,4
2.5245675288937166,0.9354628233351437,0.6918512933405753,0.9145371766648562,0.7563581177765708,0.7990440011008517,1,2,0,300,1,2,0,3,3,1,2,4,2,4,2,4,4,3,2,4,2,2,3,2,1,2,3,3,4,2,4,4,2,3,3,2,2,3,2,4,2,4,4,3,2,1,3,1,1,2,4,2
1.69494347678158,0.9913352839964577,0.9230682271971662,0.7865341135985832,0.8759941480106268,0.9065341135985832,0,3,0,200,2,2,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,5,4,5,1,4,4,2,1,3,4,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1
2.2756437042671083,0.7918413323192045,0.7656437042671086,0.6297230381075063,0.9346931112801327,0.8346332576253851,1,1,0,300,2,2,1,3,1,2,3,2,2,2,3,2,2,3,2,3,1,3,2,3,2,2,2,2,3,2,3,3,2,3,3,2,3,2,3,3,3,3,2,3,2,2,3,3,2,3,3,3
2.6249757101835405,0.7624732812018945,0.9224344174955592,0.7724829971284783,0.7775170028715217,0.9375072869449379,2,1,0,300,3,1,1,2,4,2,4,5,3,3,3,2,2,1,4,3,4,3,4,1,4,3,3,4,2,1,1,4,3,4,3,4,3,5,3,4,3,2,2,1,3,1,2,2,3,2,2,4
2.2616106644120384,0.8240928002352655,0.7153375995882854,0.7964767999411837,0.6929535998823673,0.7631082669411431,1,2,0,200,2,2,0,2,2,0,4,4,4,2,3,3,3,4,4,3,4,2,4,2,4,3,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,5,3,5,2,2,3,3,2,3,3,3
2.499891427054978,0.8971459592270007,0.7772762467610268,0.7614595922700063,0.8915464506260237,0.8499348562329869,2,2,1,300,2,1,0,2,3,2,2,4,5,2,2,2,4,4,2,1,2,3,1,2,2,1,4,2,4,2,1,2,3,4,1,2,3,2,5,2,2,2,4,4,2,3,2,4,2,4,2,2
2.297177613824055,0.6461151280113755,0.9471842098625816,0.8560197376717732,0.5889309181487941,0.7679605246564537,2,2,1,300,2,1,0,2,1,3,2,2,3,2,3,3,3,4,2,3,3,2,1,3,2,3,2,2,2,2,2,3,1,3,4,2,2,2,3,2,3,3,3,3,2,3,3,3,2,3,2,3
2.011552405801079,0.9440132206108114,0.7415854573281074,0.980404627213784,0.7872171867940548,0.9216019830916218,1,3,0,200,1,2,0,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,4,4,4,4,4,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2.1863892224530557,0.7477432640331597,0.7994782910607292,0.7286459584198958,0.9454865280663194,0.9272919168397917,1,1,1,200,2,2,1,3,3,2,2,3,1,3,3,1,2,2,4,2,3,2,3,3,4,3,4,3,2,4,3,4,2,1,3,3,4,2,1,3,3,1,2,2,4,2,3,3,1,4,2,2
1.939281638298993,0.89,0.6340734008295501,0.7616527841687039,0.6337896916695769,0.8531051541652116,1,3,0,200,2,0,0,2,2,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,5,4,4,4,5,4,5,4,3,3,3,3,3,3,3
2.501303351598176,0.926738756849316,0.6569550273972639,0.923261243150684,0.7621741621004561,0.8484803778538763,1,2,0,300,1,0,0,3,3,1,2,3,2,4,2,3,4,3,2,4,3,2,3,2,1,1,2,3,3,2,4,4,3,2,3,2,2,3,2,4,2,3,4,3,2,2,3,1,2,2,4,2
2.077142182062795,0.721538643290786,0.6288279253765647,0.895164601483275,0.8894139626882824,0.7553117015062591,1,0,1,300,3,1,1,2,3,2,2,2,2,2,1,3,2,2,2,1,3,2,3,3,2,2,1,2,1,2,2,2,3,1,2,3,3,2,2,1,2,3,2,3,2,3,2,3,3,2,1,2
2.0496959225895406,0.6464319950057769,0.9706279956300548,0.8261560068670569,0.9132159975028884,0.8396479925086652,1,3,1,300,2,0,1,3,1,1,3,3,2,4,5,4,2,1,3,2,3,4,1,4,3,2,4,4,2,3,3,3,1,2,3,1,4,2,2,4,5,4,2,1,3,2,3,2,1,2,1,3
3.0904538020997685,0.7651361406299305,0.842023507795243,0.8429311119947801,0.7969781275852662,0.5924773098950116,1,1,1,200,1,0,0,1,4,3,3,4,1,2,2,4,2,1,3,2,3,2,2,2,5,4,3,2,2,2,4,3,3,2,2,3,1,2,1,2,2,4,2,1,3,1,3,3,2,4,2,3
3.0333481409892005,0.7544027321348739,0.7611945357302523,0.7093208196404621,0.8877986339325631,0.7579624589213865,1,0,0,300,2,1,1,1,2,2,4,1,2,3,3,2,3,3,2,2,2,1,3,4,2,3,1,5,2,2,1,3,4,4,2,3,4,1,2,3,3,2,3,3,2,3,3,2,3,1,3,4
2.183541505057564,0.7287446223257009,0.8415692220928739,0.6996861555814252,0.92,0.7726461668606892,1,0,1,300,2,1,1,2,2,2,2,3,2,3,2,3,3,3,2,1,2,1,3,4,3,2,1,4,1,1,1,3,4,3,1,3,3,2,2,3,2,3,3,3,2,4,2,3,2,1,3,2
2.7742426045480975,0.9948183440932878,0.9251062138658831,0.6846059163615219,0.9389924557959171,0.9942426045480977,2,1,1,300,1,2,1,2,1,2,3,3,4,2,1,3,1,1,4,2,2,2,3,3,2,1,2,3,1,4,4,1,4,3,3,4,3,2,4,1,1,3,1,1,4,3,2,4,1,1,2,3
2.7482138494175103,0.8795534623543776,0.8143752545064524,0.8563389342529943,0.9027679904557608,0.7795534623543776,1,1,1,200,2,0,1,4,4,2,3,4,1,4,1,4,1,3,2,2,3,3,2,2,2,3,3,4,4,3,2,2,3,2,2,3,3,3,1,4,1,4,1,3,2,4,1,1,2,2,4,3
2.4023984147869486,0.6473604227234805,0.8344796829573896,0.6038007926065257,0.93,0.7476998678989124,1,1,0,200,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1,3,3,2,1,1,1,2,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,2
3.2233440779129268,0.6879635598840514,0.8883708479072412,0.694072880231897,0.9216291520927589,0.877781359304309,1,1,0,300,4,0,0,4,1,2,4,1,4,1,3,3,3,3,1,4,3,3,3,3,4,2,2,2,2,2,3,2,2,3,1,3,2,3,4,1,3,3,3,3,1,1,4,3,4,3,3,4
2.7926552700813208,0.8038651460027517,0.8203532773576885,0.7072269707994496,0.8639829051219813,0.9058993357587892,1,1,1,300,2,1,2,3,0,1,2,1,3,3,1,2,4,3,4,3,2,2,3,1,3,4,3,3,4,3,2,3,2,3,2,2,4,4,3,3,1,2,4,3,4,3,4,2,2,2,2,2
2.512951043438806,0.9392560501566016,0.7336949932822046,0.8307315718760047,0.7785244782805969,0.6866707926557979,1,1,1,300,2,1,0,3,3,1,3,4,1,5,3,5,4,2,2,4,2,3,4,2,1,3,3,2,4,2,4,4,1,3,3,2,2,2,1,5,3,5,4,2,2,2,2,1,1,2,4,3
2.53610525349245,0.7900930275265918,0.8469008594904791,0.8383574022186477,0.8577478512738024,0.6947417382908732,1,1,0,300,2,1,0,3,2,3,2,4,1,2,3,2,2,4,4,1,3,2,1,2,2,2,4,4,2,3,2,2,2,4,4,1,2,4,1,2,3,2,2,4,4,4,2,2,2,4,2,2
2.7409783416065103,0.7293502481953004,0.7811949255414099,0.89902165839349,1.0,0.7203285898018104,1,1,0,300,2,1,0,3,2,3,2,3,1,2,3,2,2,4,4,1,3,2,1,2,1,2,5,3,2,3,2,2,2,3,3,1,3,4,1,2,3,2,2,4,4,4,1,1,2,3,2,2
2.583353649953267,0.8230182849579404,0.762850602460277,0.8373170800373864,0.9055868887418217,0.8033536499532671,2,1,1,300,1,2,1,2,1,2,3,3,4,2,1,3,1,1,3,2,2,2,3,3,2,1,2,3,1,4,3,1,4,3,3,4,3,2,4,1,1,3,1,1,3,3,2,4,1,1,2,3
2.291343674030625,0.6474279041814416,0.904204153123417,0.7899596364483075,0.7227335500253285,0.7,1,2,0,300,2,2,0,2,0,2,4,2,3,2,4,3,3,4,2,2,2,1,2,3,3,3,3,1,3,2,3,4,1,2,4,2,3,1,3,2,4,3,3,4,2,4,3,3,3,2,3,4
2.0166009349550076,0.987875869106299,0.6155881682919013,0.927091644717097,0.84,0.6848039439026995,2,1,1,300,2,2,1,4,1,1,3,5,2,1,1,3,3,4,2,2,4,4,3,3,1,1,2,3,2,1,2,2,1,3,2,1,2,4,2,1,1,3,3,4,2,2,4,2,3,4,3,3
2.0969258246189866,0.7815370876905068,0.5956614835076203,0.8075095607409108,0.9266148350762027,0.6509533515685824,1,1,0,300,1,2,0,2,3,2,2,3,4,1,1,3,2,3,2,3,3,3,2,2,2,2,1,1,2,3,2,2,3,2,2,4,2,2,4,1,2,3,2,4,2,1,2,2,1,3,1,2
2.6205981062410504,0.8565382956169456,0.7945083903048931,0.8075215150071595,0.9121046685921839,0.8405981062410506,2,1,1,300,1,2,1,2,1,3,3,3,4,2,1,3,1,1,3,2,2,2,3,3,2,1,2,3,1,4,3,1,4,3,3,4,3,2,4,1,1,3,1,1,3,3,2,4,1,1,2,3
1.8679855617728962,0.8576224852921676,0.7729884813700788,0.8685360156883547,0.9692074950973891,0.7668299803895566,1,3,0,200,1,2,1,3,1,1,1,1,1,1,1,1,1,2,2,2,3,1,3,1,3,3,3,5,3,4,2,2,4,3,2,2,4,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1
2.2308857937580835,0.7602793968091184,0.697686523838381,0.9381056190520586,0.8764906349132355,0.7447359523698533,1,1,1,300,1,1,0,4,1,2,3,3,2,2,2,3,1,1,1,1,2,2,1,3,4,2,3,3,2,3,3,2,2,3,1,1,3,2,2,2,2,3,1,1,1,2,4,4,2,2,3,3
1.7680884860586676,0.7832043985341933,0.8977347995113978,0.9045635188273546,0.7499668821498497,0.7809391980455911,1,1,0,300,2,1,0,1,1,2,3,4,2,3,3,2,2,1,3,3,1,1,3,3,2,1,2,4,3,2,1,2,2,3,3,2,3,3,2,3,3,3,2,1,3,2,3,1,3,2,3,3
2.5300619816597645,0.9375232431224118,0.700092972489647,0.9124767568775882,0.7549845045850588,0.7873682889730003,1,2,0,300,1,0,0,3,3,1,2,4,2,4,2,4,4,3,2,4,2,2,3,2,1,2,3,3,4,2,4,4,2,3,3,2,2,3,2,4,2,4,4,3,2,1,3,1,1,2,4,2
1.5772764219142985,0.9687070042142881,0.9049656033714306,0.7774828016857153,0.9438789873571355,0.8974828016857153,0,3,0,200,2,2,0,4,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,3,3,5,3,5,1,2,4,2,2,3,4,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2
2.0571146421063196,0.9195609237987877,0.6949686374141991,0.7150940877574026,0.8504390762012123,0.8956586143018185,1,1,0,300,2,0,0,2,5,1,2,3,2,2,2,2,3,3,2,1,2,1,3,5,2,2,3,2,1,2,2,1,3,1,1,3,3,2,2,2,2,2,3,3,2,3,2,2,4,4,2,2
2.3235558699284953,0.6872669301742188,0.8842138825307155,0.695740406352467,1.0,0.6470840857069491,2,1,1,200,2,2,0,4,2,2,2,2,2,3,2,2,1,4,2,3,1,3,2,3,3,4,4,4,4,4,2,3,1,5,4,1,2,1,3,1,2,2,1,2,1,2,2,2,2,2,2,2
2.65084635108183,0.629282426845705,0.8753909810590312,0.8419779173752207,0.8607819621180623,0.8876080894856835,1,1,0,200,2,3,0,2,3,2,4,2,3,2,2,2,3,1,3,2,3,2,2,1,3,3,2,3,4,3,3,1,1,2,3,2,3,2,3,2,4,2,2,1,1,2,2,2,3,1,2,3
2.517922786978957,0.8916293442708143,0.773706557291857,0.7153977052076861,0.8530347541665143,0.8242162296871003,1,1,0,300,1,0,1,2,2,2,4,3,2,4,4,2,2,1,3,2,4,1,2,3,4,4,1,1,3,3,4,1,4,3,2,4,1,5,2,4,4,2,2,1,3,3,2,4,2,3,1,4
2.8633042513517766,0.6028227498960171,0.9710668135658238,0.907056874740043,0.8514113749480086,0.6836488127339613,1,1,0,200,1,2,0,2,3,1,2,1,2,1,1,3,3,2,3,2,4,3,1,3,4,2,3,2,3,3,1,2,3,1,3,4,4,2,2,1,1,3,3,2,3,2,3,2,2,2,1,2
2.5862402896287158,0.7679403371408,0.8329096866152421,0.853514506166821,0.8927257834618947,0.6935758072179368,1,3,1,300,2,2,0,3,2,1,2,4,1,2,3,2,2,4,4,1,3,2,1,2,2,2,4,4,2,3,2,2,2,4,4,1,2,4,1,2,3,2,2,4,4,4,2,2,2,4,2,2
2.9924282370367132,0.773711583475827,1.0,0.6947720358974919,0.8281442082620865,0.8997348868945838,2,1,1,200,2,2,0,1,2,3,3,3,4,3,4,3,2,1,2,2,3,4,1,4,4,4,1,3,3,3,2,1,3,2,2,3,2,1,4,3,4,3,2,1,2,3,2,2,3,1,2,3
2.4799570931085757,0.8079914186217152,0.8355646860599191,0.7548534651235922,0.9085775581273463,0.8347283836928966,1,1,0,300,2,2,0,2,2,3,3,2,2,3,3,1,2,3,4,2,3,1,2,3,3,4,4,4,3,4,3,4,3,2,3,2,4,2,2,3,3,1,2,3,4,1,2,4,1,4,2,3
2.781793092757251,0.7634253265567453,0.8028276289709949,0.8028276289709949,0.7098391410422428,0.711356254129258,0,1,0,200,2,1,0,2,2,1,4,4,4,1,3,3,3,3,4,2,4,1,5,2,4,3,3,4,4,4,3,3,2,3,3,4,2,3,3,3,4,5,3,4,1,1,2,2,2,3,3,2
2.70990647869904,0.7828292959646835,0.8726422533627637,0.7,0.8030189671150352,0.8475474177875879,2,1,0,300,2,0,0,1,5,1,1,3,2,1,4,2,3,2,2,2,1,2,3,3,2,3,3,2,3,3,2,2,3,3,1,3,4,2,2,1,4,2,3,2,2,3,4,1,4,3,2,1
2.1903326771240215,0.725656210331087,0.6573013081172826,0.8042143763860871,0.9495379095931522,0.5816450977861957,0,4,1,300,3,0,2,2,2,1,4,2,2,2,1,3,3,2,1,2,4,1,3,3,2,2,1,4,2,1,2,2,2,2,3,4,3,3,2,1,1,3,3,3,1,4,2,3,2,2,3,4
2.7470738850492236,0.726493232766353,0.807013534467294,0.8286576436884706,0.8585972931065412,0.89,1,1,0,300,1,1,0,2,5,2,2,4,1,2,2,3,4,3,2,2,2,4,3,2,1,4,2,2,2,3,1,3,3,5,2,1,2,2,1,2,2,3,4,3,2,4,5,3,4,3,3,2
3.030019306282036,0.7250096531410181,0.8541554046688123,0.8945825289049152,0.8453981648130489,0.7733011561966067,1,1,1,200,1,0,0,1,4,1,4,3,2,1,2,3,2,1,3,2,3,3,2,1,4,4,3,2,2,2,4,2,2,2,2,3,1,2,2,2,3,4,2,1,3,1,3,3,3,2,2,3
2.6964041973289836,0.8718068247478845,0.8490698173889285,0.7,0.8854561678931594,0.8945438321068406,1,2,1,200,2,2,2,3,0,2,3,2,2,3,1,3,3,3,3,3,2,1,3,1,2,3,2,2,4,3,3,2,2,4,3,3,3,4,2,3,1,3,3,3,3,2,4,2,3,2,2,3
2.43,0.8994146480877653,0.5693166131037468,0.9412197213164788,0.7899509825079908,0.9800980349840185,2,1,0,300,1,2,0,4,2,2,2,3,3,3,2,2,4,3,2,3,3,2,3,1,1,1,2,3,3,3,4,3,4,2,3,2,2,4,3,3,2,2,4,3,2,3,2,2,2,2,3,2
2.38648349172497,0.8069486810996129,0.9629728153539459,0.914555894487969,0.5498066570858994,0.8289184460618374,1,1,0,200,1,2,0,3,1,2,1,2,3,2,3,2,2,3,1,4,1,2,1,2,1,4,2,1,1,1,1,3,1,3,2,3,3,2,3,3,3,2,2,3,1,2,3,3,3,3,2,2
2.2268689643672817,0.7511642830852826,0.79,0.7362095097881737,0.941850018403022,0.916804791700131,1,1,1,200,1,0,0,2,3,3,3,3,1,2,3,2,2,2,4,2,3,2,2,2,4,4,4,3,2,3,3,3,3,2,3,3,3,2,1,2,3,2,2,2,4,1,3,4,1,4,3,3
2.9113579229652724,0.670411429384833,0.9366254550630756,0.8801236348107734,0.9567490898738489,0.9814815577760457,2,1,1,200,2,2,0,1,3,3,3,2,4,1,2,2,2,1,2,2,3,3,2,1,3,4,1,3,3,3,2,1,1,2,3,3,2,1,3,2,4,3,2,1,2,2,2,2,3,1,2,3
2.6142088652107036,0.7265689858283608,0.688042088652107,0.7506952517846819,0.610695251784682,0.8978316453915719,0,1,0,200,2,1,1,3,2,1,4,2,3,2,2,2,2,2,4,2,4,1,4,2,2,3,3,4,4,4,2,3,4,2,2,4,2,4,2,2,4,4,2,2,1,1,2,2,2,2,2,1
2.461851284518659,0.33861277398249673,0.7451447089387384,0.7451447089387384,0.7691916097374504,0.6927744520350065,1,2,1,200,2,0,3,3,0,1,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,4,5,4,4,4,5,5,5,3,5,4,4,5,5,5,3,5,4,5,4,5,4,5,5,3,5,4
