SID,CGPA_Y1,GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,FAIL_COUNT,WARN_STATUS,ASSIGN_LATE,Age_group,Gender,Year_study,Programme,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared,RISK_LABEL
HS2026421,3.2,3.43,0.62,0.79,0.79,0.86,0.7,0,No,Rarely,30-35 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,6-7 hours,Moderate risk,3,4,1,3,2,4,2,3,2,5,4,3,2,4,1,1,3,3,3,4,1,3,3,3,4,2,2,3,1,3,2,4,2,3,2,5,3,5,1,2,4,3,Low Risk
HS2026422,3.2845,3.61,0.88,0.69,0.96,0.92,0.77,0,No,Almost never,27-29 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,5-6 hours,Moderate risk,3,2,3,4,5,1,1,2,3,3,2,4,1,1,4,2,4,3,4,3,3,1,2,3,4,2,2,3,3,4,5,1,1,2,3,2,4,2,1,3,1,3,Low Risk
HS2026423,3.1865,3.31,0.6,0.6,0.92,0.85,0.79,0,No,Sometimes,27-29 years,Female,300,Nursing,Low income,Sometimes (monthly),No,1-2 hours,4-5 hours,Moderate risk,1,1,3,4,2,1,3,2,4,3,4,3,2,2,3,2,4,2,3,3,3,5,1,3,3,2,5,2,3,4,2,1,3,2,4,4,4,1,3,4,3,1,Low Risk
HS2026424,2.73075,2.65,0.61,0.79,1,1,0.69,2,No,Sometimes,21-23 years,Female,300,Nursing,Low income,Often (weekly),Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,High risk,2,3,4,3,2,2,4,4,2,5,1,2,2,2,1,4,2,1,2,1,2,5,1,3,3,5,5,1,4,3,2,2,4,4,2,2,1,3,4,4,2,2,High Risk
HS2026425,3.02975,3.02,0.7,0.89,0.89,0.87,0.6,0,No,Rarely,24-26 years,Female,300,Nursing,Upper-middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,Moderate risk,1,1,2,4,2,4,3,5,1,5,3,4,1,1,2,3,4,3,3,1,3,2,3,1,2,4,2,4,2,4,2,4,3,5,1,4,1,2,1,4,1,1,Low Risk
HS2026426,3.1525,2.89,0.9,0.91,0.93,1,0.79,0,No,Rarely,27-29 years,Male,300,Nursing,Low income,Always,Yes - 10-20 hours/week,2-3 hours,Less than 4 hours,Low risk,1,2,4,2,5,3,2,3,5,2,1,4,2,3,2,4,3,1,4,3,1,3,3,3,2,5,3,2,4,2,5,3,2,3,5,1,2,3,3,2,2,1,Low Risk
HS2026427,3.2805,3.06,1,0.66,0.8,0.88,0.89,0,No,Rarely,27-29 years,Female,300,Nursing,Low income,Always,Yes - 10-20 hours/week,1-2 hours,6-7 hours,Moderate risk,2,3,5,4,5,3,5,1,1,5,3,3,3,4,3,2,3,3,1,1,1,4,2,1,1,3,2,3,5,4,5,3,5,1,1,5,4,1,4,1,3,2,Low Risk
HS2026428,2.7115,2.76,0.79,1,0.8,0.8,0.91,0,No,Rarely,21-23 years,Male,300,Nursing,Low income,Never,No,More than 4 hours,4-5 hours,Low risk,4,3,3,4,2,4,4,2,3,2,1,4,2,1,3,1,5,1,3,2,3,3,2,2,1,5,1,4,3,4,2,4,4,2,3,2,4,4,1,3,5,4,Low Risk
HS2026429,2.50675,2.59,0.96,0.79,0.89,0.74,0.66,3,No,Almost never,30-35 years,Male,300,Nursing,Middle income,Sometimes (monthly),No,2-3 hours,6-7 hours,Very low risk,3,5,1,5,3,5,4,3,2,5,2,3,4,3,1,3,4,3,5,2,4,5,1,4,4,3,2,2,1,5,3,5,4,3,2,1,3,1,1,2,5,3,High Risk
HS2026430,2.841,3.09,0.92,0.7,0.93,1,1,0,No,Sometimes,27-29 years,Male,300,Nursing,Low income,Always,No,1-2 hours,4-5 hours,Low risk,2,3,5,2,2,5,3,4,4,3,3,3,3,4,5,3,3,5,3,4,3,5,4,2,1,4,3,3,5,2,2,5,3,4,4,4,2,3,3,1,5,2,Low Risk
HS2026431,2.7455,2.43,1,0.93,0.9,0.91,0.79,1,No,Sometimes,18-20 years,Female,300,Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,More than 4 hours,6-7 hours,Low risk,3,1,5,2,3,2,1,4,1,4,2,3,3,3,4,3,2,5,5,1,4,3,4,4,2,4,2,5,5,2,3,2,1,4,1,3,3,1,5,5,3,3,Moderate Risk
HS2026432,2.89875,2.89,0.89,0.9,0.79,0.85,0.7,2,No,Rarely,18-20 years,Male,300,Nursing,Upper-middle income,Never,No,Less than 1 hour,4-5 hours,High risk,3,2,5,4,5,1,2,4,3,3,4,1,2,3,2,4,4,5,4,5,3,5,5,4,3,1,4,2,5,4,5,1,2,4,3,1,1,4,3,4,1,3,High Risk
HS2026433,2.7725,2.54,0.92,0.6,0.67,0.87,0.93,1,No,Rarely,21-23 years,Female,300,Nursing,Upper-middle income,Never,Yes - 10-20 hours/week,Less than 1 hour,5-6 hours,High risk,3,1,5,3,3,5,2,1,2,4,3,1,4,4,5,3,1,2,1,4,4,3,3,1,1,1,4,5,5,3,3,5,2,1,2,4,1,1,2,4,4,3,Moderate Risk
HS2026434,3.008,2.91,0.78,0.79,0.72,0.94,0.9,0,No,Rarely,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Very low risk,4,2,3,2,5,2,2,3,5,4,3,1,3,2,2,1,3,3,2,4,2,2,2,4,2,4,3,3,3,2,5,2,2,3,5,3,3,3,5,5,4,4,Low Risk
HS2026435,2.531,2.78,0.7,0.87,0.69,0.92,0.6,2,No,Rarely,24-26 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,5-6 hours,Low risk,3,2,1,3,1,4,1,2,2,3,2,2,5,5,2,5,3,4,2,5,4,2,3,1,3,4,1,2,1,3,1,4,1,2,2,3,4,3,3,4,3,3,High Risk
HS2026436,1.92275,1.94,0.89,0.78,1,0.91,0.79,8,No,Almost never,27-29 years,Male,300,Nursing,High income,Never,Yes - fewer than 10 hours/week,3-4 hours,More than 8 hours,Low risk,2,5,2,3,4,4,4,2,4,5,3,5,2,5,2,3,5,3,2,1,3,2,1,2,3,2,5,5,2,3,4,4,4,2,4,3,1,3,5,3,4,2,High Risk
HS2026437,2.57325,2.48,0.85,0.99,0.59,0.87,0.87,2,No,Sometimes,21-23 years,Male,300,Nursing,Low income,Sometimes (monthly),No,More than 4 hours,More than 8 hours,Low risk,4,1,1,2,2,3,2,4,1,2,1,4,2,3,2,1,4,2,3,3,5,1,2,2,3,2,1,3,1,2,2,3,2,4,1,4,2,1,1,2,3,4,High Risk
HS2026438,2.84525,2.46,0.69,0.88,0.55,0.84,0.78,2,No,Sometimes,21-23 years,Male,300,Nursing,Middle income,Never,No,3-4 hours,More than 8 hours,Moderate risk,3,4,4,2,4,5,1,1,3,3,3,4,3,2,3,4,3,1,5,5,2,1,4,4,3,3,3,5,4,2,4,5,1,1,3,5,4,3,5,3,2,3,High Risk
HS2026439,3.05025,3.19,0.73,1,0.96,1,0.99,1,No,Rarely,24-26 years,Female,300,Nursing,Middle income,Always,Yes - more than 20 hours/week,3-4 hours,6-7 hours,Moderate risk,1,4,1,3,4,3,3,1,1,2,4,1,3,3,3,2,4,2,3,3,3,5,3,2,1,1,5,1,1,3,4,3,3,1,1,3,1,3,1,3,1,1,Moderate Risk
HS2026440,2.48625,2.35,0.69,0.89,0.59,0.98,0.88,3,No,Rarely,24-26 years,Male,300,Nursing,Low income,Always,Yes - fewer than 10 hours/week,More than 4 hours,5-6 hours,Moderate risk,3,5,2,2,2,2,2,4,3,3,3,5,2,2,2,4,1,3,1,5,3,3,4,3,4,4,3,2,2,2,2,2,2,4,3,4,2,4,4,5,1,3,High Risk
HS2026441,2.825,2.96,0.68,0.9,0.93,0.91,1,2,No,Rarely,21-23 years,Female,300,Nursing,Middle income,Never,No,2-3 hours,4-5 hours,Moderate risk,2,3,2,1,2,4,1,3,1,3,3,4,2,4,4,2,4,5,5,5,3,2,3,2,4,2,1,3,2,1,2,4,1,3,1,4,2,3,5,3,3,2,High Risk
HS2026442,3.58425,3.91,0.84,1,0.75,1,0.89,0,No,Rarely,30-35 years,Female,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,More than 4 hours,6-7 hours,Moderate risk,4,1,2,5,2,3,3,1,4,3,5,4,2,5,3,2,2,2,3,4,2,1,2,2,5,1,2,3,2,5,2,3,3,1,4,4,3,1,3,5,2,4,Low Risk
HS2026443,2.92525,3.09,0.78,1,0.57,0.82,0.9,2,No,Almost never,21-23 years,Female,300,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,High risk,3,2,4,3,2,4,2,2,3,5,2,2,2,2,2,1,2,3,2,4,3,4,2,3,1,4,3,1,4,3,2,4,2,2,3,4,1,3,3,3,2,3,High Risk
HS2026444,2.567,2.5,0.7,0.7,0.89,0.86,1,3,No,Sometimes,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,Less than 4 hours,Moderate risk,2,3,1,2,2,1,3,3,2,4,3,1,2,4,5,3,1,5,3,4,2,4,5,3,3,3,3,2,1,2,2,1,3,3,2,3,5,4,5,3,5,2,High Risk
HS2026445,2.94975,2.85,0.9,0.69,1,0.85,1,1,No,Sometimes,24-26 years,Female,300,Nursing,Upper-middle income,Rarely (once or twice a semester),No,3-4 hours,6-7 hours,Low risk,4,2,2,3,4,1,2,1,3,1,3,3,4,2,3,3,4,2,1,3,4,2,3,3,2,5,5,3,2,3,4,1,2,1,3,2,3,4,2,2,3,4,Moderate Risk
HS2026446,2.4825,2.37,1,0.7,0.89,0.86,0.7,1,No,Rarely,30-35 years,Male,300,Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,3-4 hours,4-5 hours,Moderate risk,3,5,2,3,1,2,3,3,2,1,2,3,3,4,4,3,3,1,3,2,1,2,4,2,5,2,1,3,2,3,1,2,3,3,2,2,3,2,5,3,1,3,Moderate Risk
HS2026447,3.03075,2.98,0.79,0.69,0.89,0.91,0.69,0,No,Rarely,27-29 years,Male,300,Nursing,High income,Never,Yes - more than 20 hours/week,3-4 hours,6-7 hours,Low risk,3,4,1,3,2,2,4,4,3,2,5,2,1,2,3,3,3,3,4,2,3,5,1,2,3,2,3,3,1,3,2,2,4,4,3,1,5,1,5,3,4,3,Low Risk
HS2026448,3.21375,3.31,0.96,0.79,0.89,0.73,0.7,0,No,Rarely,27-29 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,1-2 hours,4-5 hours,Very low risk,2,3,3,5,5,3,1,1,5,4,4,1,5,3,5,1,1,5,2,3,3,2,2,3,3,3,2,1,3,5,5,3,1,1,5,5,3,1,3,4,2,2,Low Risk
HS2026449,3.241,3.17,0.92,0.69,0.7,0.81,0.69,0,No,Rarely,21-23 years,Female,300,Nursing,High income,Never,No,3-4 hours,6-7 hours,Low risk,1,2,2,4,1,1,2,2,1,4,4,5,2,4,3,5,4,3,2,1,2,3,4,3,3,4,2,5,2,4,1,1,2,2,1,3,2,5,3,2,3,1,Low Risk
HS2026450,2.97325,2.81,1,0.7,0.77,0.87,0.79,0,No,Almost never,24-26 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,3-4 hours,4-5 hours,Low risk,1,3,3,1,2,1,1,2,4,2,3,2,2,3,2,3,5,4,2,2,3,3,3,1,1,4,5,4,3,1,2,1,1,2,4,4,2,5,5,2,4,1,Low Risk
HS2026451,3.107,3.2,0.89,0.7,0.79,0.92,0.69,0,No,Sometimes,27-29 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,2-3 hours,5-6 hours,High risk,1,4,2,3,3,1,2,1,3,2,1,4,2,1,1,3,5,1,1,3,3,2,3,2,5,2,4,2,2,3,3,1,2,1,3,5,4,3,4,1,2,1,Low Risk
HS2026452,2.6095,2.63,0.93,0.9,0.69,0.83,0.7,1,No,Sometimes,27-29 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,High risk,2,1,2,3,2,1,1,3,2,2,3,1,3,2,4,1,1,3,5,2,5,2,1,2,3,2,2,4,2,3,2,1,1,3,2,1,4,3,1,3,2,2,Moderate Risk
HS2026453,2.531,2.43,0.8,1,0.6,1,0.7,4,No,Rarely,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,3-4 hours,5-6 hours,Very low risk,3,4,1,4,1,4,1,3,2,2,3,5,2,4,4,2,4,3,4,3,3,2,5,3,2,3,3,4,1,4,1,4,1,3,2,4,1,4,2,2,3,3,High Risk
HS2026454,3.3815,3.31,0.8,0.69,0.79,0.74,0.9,0,No,Rarely,30-35 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,More than 8 hours,Low risk,3,4,4,2,1,1,5,3,3,4,4,1,2,4,4,1,4,2,4,5,1,1,1,3,2,4,5,3,4,2,1,1,5,3,3,2,4,3,4,5,2,3,Low Risk
HS2026455,3.1525,3.17,0.89,0.6,0.89,0.95,1,0,No,Rarely,27-29 years,Male,300,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,3-4 hours,More than 8 hours,Low risk,1,1,2,2,2,3,1,3,4,3,5,4,5,2,4,5,1,3,3,2,1,2,5,4,1,5,1,3,2,2,2,3,1,3,4,3,2,4,3,4,2,1,Low Risk
HS2026456,2.9825,2.91,0.93,0.79,0.91,0.88,0.7,0,No,Rarely,18-20 years,Female,300,Nursing,Low income,Often (weekly),No,3-4 hours,More than 8 hours,Low risk,5,1,2,2,4,3,4,2,2,2,4,2,3,3,1,1,3,2,1,2,4,3,2,1,2,5,2,5,2,2,4,3,4,2,2,3,2,3,2,5,2,5,Low Risk
HS2026457,2.931,3.11,0.9,0.89,0.66,0.81,0.77,2,No,Almost never,18-20 years,Male,300,Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,Less than 1 hour,6-7 hours,Moderate risk,4,4,3,4,3,3,1,4,2,2,3,5,3,5,2,2,3,2,3,1,2,3,4,5,5,1,3,2,3,4,3,3,1,4,2,2,2,3,5,3,4,4,High Risk
HS2026458,2.796,2.89,0.79,0.91,1,0.82,0.79,0,No,Sometimes,21-23 years,Female,300,Nursing,Low income,Always,Yes - 10-20 hours/week,1-2 hours,5-6 hours,Moderate risk,2,4,4,2,3,4,2,3,2,1,3,4,3,2,5,3,2,1,4,5,1,3,4,4,4,4,1,4,4,2,3,4,2,3,2,2,2,1,3,4,1,2,Low Risk
HS2026459,2.61625,2.57,0.67,0.66,0.79,0.94,0.69,2,No,Sometimes,21-23 years,Male,300,Nursing,Low income,Always,No,2-3 hours,4-5 hours,Moderate risk,3,2,3,5,2,4,3,3,3,4,3,4,1,3,5,3,3,3,1,2,2,3,2,1,2,2,5,4,3,5,2,4,3,3,3,5,4,5,5,2,2,3,High Risk
HS2026460,2.87625,2.94,0.72,1,0.7,0.97,0.6,2,No,Rarely,24-26 years,Male,300,Nursing,Low income,Never,No,1-2 hours,6-7 hours,Moderate risk,3,3,1,4,2,4,3,2,3,4,3,1,2,3,5,3,2,3,4,3,4,3,4,2,4,3,1,4,1,4,2,4,3,2,3,3,5,1,2,4,2,3,High Risk
HS2026461,3.30375,3.57,0.69,0.79,0.93,1,0.79,0,No,Rarely,27-29 years,Male,300,Nursing,Middle income,Sometimes (monthly),No,3-4 hours,4-5 hours,Moderate risk,3,3,2,3,5,3,3,4,4,5,3,2,3,4,4,2,4,3,1,1,1,3,3,1,1,2,5,3,2,3,5,3,3,4,4,4,5,4,1,2,3,3,Low Risk
HS2026462,2.7395,2.8,1,0.7,0.9,0.89,0.89,1,No,Rarely,21-23 years,Male,300,Nursing,Low income,Always,Yes - fewer than 10 hours/week,3-4 hours,Less than 4 hours,High risk,1,3,3,3,2,1,1,4,3,3,2,5,2,3,5,5,2,4,3,3,1,2,5,1,4,5,3,4,3,3,2,1,1,4,3,3,3,5,1,5,5,1,Moderate Risk
HS2026463,2.89525,3.11,0.59,0.93,0.6,0.87,0.91,1,No,Rarely,21-23 years,Male,300,Nursing,Middle income,Sometimes (monthly),No,3-4 hours,6-7 hours,Moderate risk,3,4,1,4,4,3,4,3,4,3,3,2,4,4,5,4,1,5,4,4,3,4,2,3,2,2,2,3,1,4,4,3,4,3,4,3,3,4,2,2,3,3,Moderate Risk
HS2026464,2.93025,3.02,0.55,0.9,0.79,0.73,0.66,1,No,Almost never,24-26 years,Female,300,Nursing,Upper-middle income,Never,Yes - 10-20 hours/week,2-3 hours,4-5 hours,Low risk,5,5,3,5,2,2,5,3,5,4,2,3,3,2,2,2,5,3,5,4,2,3,1,1,4,5,4,2,3,5,2,2,5,3,5,2,3,4,2,2,3,5,Moderate Risk
HS2026465,2.956,2.98,0.96,0.6,0.87,0.98,1,1,No,Sometimes,24-26 years,Male,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Moderate risk,2,5,2,3,3,1,2,1,4,3,2,1,3,4,5,4,3,2,3,1,4,1,4,4,4,3,3,5,2,3,3,1,2,1,4,1,3,3,2,5,2,2,Moderate Risk
HS2026466,2.9295,2.93,0.59,0.79,0.78,0.88,0.79,0,No,Sometimes,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,Less than 1 hour,4-5 hours,Low risk,3,4,5,1,3,4,3,3,2,1,4,3,3,4,5,2,2,2,3,4,3,2,2,2,3,2,4,1,5,1,3,4,3,3,2,1,3,3,5,5,1,3,Low Risk
HS2026467,2.44725,3,0.93,0.87,0.99,0.9,0.7,0,No,Rarely,30-35 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Very low risk,1,1,2,3,3,2,4,2,1,5,4,2,4,3,2,2,2,3,4,2,3,3,5,1,3,3,5,3,2,3,3,2,4,2,1,3,1,2,4,2,4,1,Moderate Risk
HS2026468,2.375,2.39,0.75,0.78,0.88,0.88,0.93,2,No,Rarely,21-23 years,Female,300,Nursing,High income,Never,No,More than 4 hours,4-5 hours,Low risk,4,4,5,1,3,4,4,1,2,4,1,4,3,4,2,3,3,3,2,5,4,2,3,2,3,4,2,3,5,1,3,4,4,1,2,3,3,2,5,3,2,4,High Risk
HS2026469,2.9155,3.39,0.57,0.99,1,0.86,0.9,0,No,Rarely,21-23 years,Female,300,Nursing,Low income,Sometimes (monthly),No,Less than 1 hour,5-6 hours,Low risk,2,3,4,4,4,2,1,1,2,3,4,5,4,3,1,2,2,2,4,4,5,4,2,2,3,4,3,3,4,4,4,2,1,1,2,2,1,1,3,2,3,2,Low Risk
HS2026470,2.756,2.59,0.89,0.88,0.89,0.91,0.6,0,No,Rarely,24-26 years,Female,300,Nursing,Middle income,Never,Yes - more than 20 hours/week,2-3 hours,4-5 hours,High risk,3,4,3,3,2,3,3,1,1,2,2,3,2,3,3,4,3,3,5,1,3,5,4,4,3,1,1,2,3,3,2,3,3,1,1,2,2,1,5,1,4,3,Low Risk
HS2026471,2.66425,2.63,1,1,0.9,0.82,0.79,2,No,Almost never,30-35 years,Male,300,Nursing,Middle income,Always,Yes - fewer than 10 hours/week,More than 4 hours,5-6 hours,High risk,3,1,2,1,2,3,2,2,4,2,1,2,4,5,3,2,1,5,2,3,2,2,2,3,3,4,4,5,2,1,2,3,2,2,4,1,4,4,3,2,2,3,High Risk
HS2026472,2.62675,2.52,0.89,0.89,0.89,0.91,0.87,0,No,Sometimes,27-29 years,Male,300,Nursing,Low income,Always,No,1-2 hours,More than 8 hours,Very low risk,5,2,4,2,2,2,4,3,5,4,5,3,1,1,3,4,5,1,5,1,2,3,3,5,1,5,1,2,4,2,2,2,4,3,5,4,2,1,4,3,3,5,Low Risk
HS2026473,3.1355,3.19,0.89,0.9,0.7,0.84,0.78,0,No,Sometimes,27-29 years,Female,300,Nursing,Middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,More than 8 hours,Low risk,1,2,2,3,4,5,3,2,3,3,4,2,1,2,2,2,3,3,3,2,3,4,2,4,2,3,4,3,2,3,4,5,3,2,3,4,4,2,4,2,5,1,Low Risk
HS2026474,2.726,3.07,0.89,0.69,0.77,0.73,0.99,1,No,Rarely,21-23 years,Female,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,More than 8 hours,Low risk,1,2,3,5,4,3,3,5,3,2,4,3,5,3,3,2,1,2,2,3,4,3,4,2,1,2,3,3,3,5,4,3,3,5,3,5,4,3,1,4,2,1,Moderate Risk
HS2026475,2.4955,2.41,0.7,0.7,0.79,0.66,0.88,0,No,Rarely,24-26 years,Female,300,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,Less than 1 hour,6-7 hours,Low risk,3,2,3,4,4,3,4,4,3,3,2,2,1,2,1,2,3,2,4,3,1,1,4,4,3,3,2,2,3,4,4,3,4,4,3,3,1,1,1,4,5,3,Moderate Risk
HS2026476,2.52025,2.54,0.77,0.69,0.69,0.49,1,0,No,Rarely,27-29 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,5-6 hours,Moderate risk,5,5,2,3,1,1,4,1,3,1,2,3,4,5,3,3,3,2,1,4,3,1,3,3,2,4,4,3,2,3,1,1,4,1,3,2,4,2,4,3,3,5,Low Risk
HS2026477,2.7005,2.76,0.79,0.79,0.6,1,0.89,1,No,Rarely,27-29 years,Female,300,Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,1-2 hours,4-5 hours,Moderate risk,3,2,3,2,3,3,3,5,2,1,3,2,1,1,4,1,3,4,3,2,3,2,3,3,5,4,2,3,3,2,3,3,3,5,2,3,1,3,4,1,2,3,Moderate Risk
HS2026478,2.3305,1.58,0.69,0.69,0.79,0.51,0.9,2,No,Almost never,21-23 years,Male,300,Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,1-2 hours,6-7 hours,Moderate risk,4,2,1,3,5,3,3,4,3,1,1,4,2,1,2,2,3,4,3,5,2,5,1,2,2,2,1,2,1,3,5,3,3,4,3,1,2,3,2,5,5,4,High Risk
HS2026479,2.60075,1.5,0.6,0.7,0.89,0.85,1,2,No,Sometimes,30-35 years,Male,300,Nursing,High income,Never,No,1-2 hours,4-5 hours,Moderate risk,5,5,4,1,3,5,2,4,3,4,1,3,2,4,2,2,3,4,2,4,3,2,1,3,1,1,1,1,4,1,3,5,2,4,3,2,2,3,2,1,3,5,High Risk
HS2026480,3.21025,1.87,0.79,0.7,0.91,0.91,1,0,No,Sometimes,27-29 years,Male,300,Nursing,Middle income,Sometimes (monthly),No,1-2 hours,Less than 4 hours,Moderate risk,2,3,4,3,3,3,3,3,4,3,5,2,3,1,2,2,2,2,4,1,3,1,3,2,1,4,1,2,4,3,3,3,3,3,4,4,4,3,3,3,5,2,Low Risk
HS2026481,3.05875,3.07,0.89,0.9,0.66,1,0.7,0,No,Rarely,18-20 years,Female,300,Nursing,High income,Never,No,2-3 hours,6-7 hours,High risk,4,4,1,3,3,5,3,4,1,1,1,2,4,3,3,4,3,4,5,1,3,1,4,4,4,1,5,1,1,3,3,5,3,4,1,3,2,1,1,5,1,4,Low Risk
HS2026482,2.7915,3.22,0.91,1,1,0.86,0.69,0,No,Rarely,18-20 years,Male,300,Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,2-3 hours,4-5 hours,Moderate risk,1,4,5,2,1,1,3,5,3,1,4,3,2,4,2,3,3,1,2,2,2,4,1,1,1,3,3,1,5,2,1,1,3,5,3,4,3,4,4,3,2,1,Low Risk
HS2026483,2.7835,2.7,0.66,0.7,0.79,0.92,0.7,0,No,Rarely,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,6-7 hours,Low risk,2,2,5,3,1,4,1,4,2,3,4,5,1,2,3,2,3,3,2,2,2,4,4,2,3,5,1,2,5,3,1,4,1,4,2,3,2,4,2,1,3,2,Low Risk
HS2026484,2.55075,2.54,1,0.77,0.7,0.9,0.69,0,No,Rarely,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,3-4 hours,4-5 hours,Moderate risk,4,3,1,2,2,3,4,3,3,2,1,2,2,1,2,1,4,2,2,2,5,1,4,3,1,4,1,4,1,2,2,3,4,3,3,2,2,5,1,2,3,4,Low Risk
HS2026485,3.211,3.13,0.79,0.79,0.93,0.94,0.79,0,No,Almost never,24-26 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,6-7 hours,Low risk,4,4,5,3,3,4,1,3,3,4,2,2,4,4,4,1,2,4,2,2,4,2,3,4,2,3,3,1,5,3,3,4,1,3,3,2,3,1,4,3,1,4,Low Risk
HS2026486,2.3665,2.3,0.7,0.69,0.9,0.82,0.69,0,No,Sometimes,27-29 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,Very low risk,1,2,1,4,2,3,2,4,4,1,5,2,2,1,3,3,1,3,1,2,4,3,1,2,1,3,5,4,1,4,2,3,2,4,4,5,3,3,3,3,2,1,Moderate Risk
HS2026487,3.1765,3.15,0.93,0.6,0.6,0.8,0.7,0,No,Sometimes,21-23 years,Male,300,Nursing,Low income,Sometimes (monthly),No,2-3 hours,5-6 hours,Low risk,2,1,3,3,4,1,2,1,3,3,4,2,5,5,5,2,1,4,1,1,1,2,5,3,2,4,2,3,3,3,4,1,2,1,3,3,3,2,5,5,3,2,Low Risk
HS2026488,3.58325,3.54,0.9,0.79,0.79,0.84,0.7,0,No,Rarely,21-23 years,Male,300,Nursing,Low income,Often (weekly),Yes - 10-20 hours/week,1-2 hours,4-5 hours,Low risk,3,2,3,2,2,1,3,2,2,5,2,4,5,4,3,3,3,5,5,5,1,3,2,3,3,5,1,5,3,2,2,1,3,2,2,4,2,5,2,1,3,3,Low Risk
HS2026489,3.1975,3.41,0.6,0.89,0.87,0.92,0.89,0,No,Rarely,24-26 years,Female,300,Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,1-2 hours,5-6 hours,High risk,1,1,4,3,3,4,3,3,3,1,5,4,2,2,3,3,3,3,3,3,3,3,1,2,2,2,5,3,4,3,3,4,3,3,3,1,2,3,2,3,3,1,Low Risk
HS2026490,3.4255,3.74,0.79,0.91,0.78,0.77,0.89,0,No,Rarely,24-26 years,Male,300,Nursing,Low income,Always,No,2-3 hours,More than 8 hours,High risk,5,4,2,3,2,2,2,4,3,2,4,4,4,2,4,3,4,3,2,2,2,3,2,4,4,4,5,2,2,3,2,2,2,4,3,2,3,3,3,2,1,5,Low Risk
