SID,GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,Gender,Year_study,Programme,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared,RISK_LABEL
HS2026432,2.89,0.89,0.9,0.79,0.85,0.7,Rarely,18-20 years,Male,300,BSc Nursing,Upper-middle income,Never,No,Less than 1 hour,4-5 hours,High risk,3,2,5,4,5,1,2,4,3,3,4,1,2,3,2,4,4,5,4,5,3,5,5,4,3,1,4,2,5,4,5,1,2,4,3,1,1,4,3,4,1,3,At-Risk
HS2026433,2.54,0.92,0.6,0.67,0.87,0.93,Rarely,21-23 years,Female,300,BSc Nursing,Upper-middle income,Never,Yes - 10-20 hours/week,Less than 1 hour,5-6 hours,High risk,3,1,5,3,3,5,2,1,2,4,3,1,4,4,5,3,1,2,1,4,4,3,3,1,1,1,4,5,5,3,3,5,2,1,2,4,1,1,2,4,4,3,Not At-Risk
HS2026434,2.91,0.78,0.79,0.72,0.94,0.9,Rarely,21-23 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Very low risk,4,2,3,2,5,2,2,3,5,4,3,1,3,2,2,1,3,3,2,4,2,2,2,4,2,4,3,3,3,2,5,2,2,3,5,3,3,3,5,5,4,4,Not At-Risk
HS2026435,2.78,0.7,0.87,0.69,0.92,0.6,Rarely,24-26 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,5-6 hours,Low risk,3,2,1,3,1,4,1,2,2,3,2,2,5,5,2,5,3,4,2,5,4,2,3,1,3,4,1,2,1,3,1,4,1,2,2,3,4,3,3,4,3,3,At-Risk
HS2026436,1.94,0.89,0.78,1,0.91,0.79,Almost never,27-29 years,Male,300,BSc Nursing,High income,Never,Yes - fewer than 10 hours/week,3-4 hours,More than 8 hours,Low risk,2,5,2,3,4,4,4,2,4,5,3,5,2,5,2,3,5,3,2,1,3,2,1,2,3,2,5,5,2,3,4,4,4,2,4,3,1,3,5,3,4,2,At-Risk
HS2026437,2.48,0.85,0.99,0.59,0.87,0.87,Sometimes,21-23 years,Male,300,BSc Nursing,Low income,Sometimes (monthly),No,More than 4 hours,More than 8 hours,Low risk,4,1,1,2,2,3,2,4,1,2,1,4,2,3,2,1,4,2,3,3,5,1,2,2,3,2,1,3,1,2,2,3,2,4,1,4,2,1,1,2,3,4,At-Risk
HS2026438,2.46,0.69,0.88,0.55,0.84,0.78,Sometimes,21-23 years,Male,300,BSc Nursing,Middle income,Never,No,3-4 hours,More than 8 hours,Moderate risk,3,4,4,2,4,5,1,1,3,3,3,4,3,2,3,4,3,1,5,5,2,1,4,4,3,3,3,5,4,2,4,5,1,1,3,5,4,3,5,3,2,3,At-Risk
HS2026439,3.19,0.73,1,0.96,1,0.99,Rarely,24-26 years,Female,300,BSc Nursing,Middle income,Always,Yes - more than 20 hours/week,3-4 hours,6-7 hours,Moderate risk,1,4,1,3,4,3,3,1,1,2,4,1,3,3,3,2,4,2,3,3,3,5,3,2,1,1,5,1,1,3,4,3,3,1,1,3,1,3,1,3,1,1,Not At-Risk
HS2026440,2.35,0.69,0.89,0.59,0.98,0.88,Rarely,24-26 years,Male,300,BSc Nursing,Low income,Always,Yes - fewer than 10 hours/week,More than 4 hours,5-6 hours,Moderate risk,3,5,2,2,2,2,2,4,3,3,3,5,2,2,2,4,1,3,1,5,3,3,4,3,4,4,3,2,2,2,2,2,2,4,3,4,2,4,4,5,1,3,At-Risk
HS2026441,2.96,0.68,0.9,0.93,0.91,1,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Never,No,2-3 hours,4-5 hours,Moderate risk,2,3,2,1,2,4,1,3,1,3,3,4,2,4,4,2,4,5,5,5,3,2,3,2,4,2,1,3,2,1,2,4,1,3,1,4,2,3,5,3,3,2,At-Risk
HS2026442,3.91,0.84,1,0.75,1,0.89,Rarely,30-35 years,Female,300,BSc Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,More than 4 hours,6-7 hours,Moderate risk,4,1,2,5,2,3,3,1,4,3,5,4,2,5,3,2,2,2,3,4,2,1,2,2,5,1,2,3,2,5,2,3,3,1,4,4,3,1,3,5,2,4,Not At-Risk
HS2026443,3.09,0.78,1,0.57,0.82,0.9,Almost never,21-23 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,High risk,3,2,4,3,2,4,2,2,3,5,2,2,2,2,2,1,2,3,2,4,3,4,2,3,1,4,3,1,4,3,2,4,2,2,3,4,1,3,3,3,2,3,At-Risk
HS2026444,2.5,0.7,0.7,0.89,0.86,1,Sometimes,21-23 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,Less than 4 hours,Moderate risk,2,3,1,2,2,1,3,3,2,4,3,1,2,4,5,3,1,5,3,4,2,4,5,3,3,3,3,2,1,2,2,1,3,3,2,3,5,4,5,3,5,2,At-Risk
HS2026445,2.85,0.9,0.69,1,0.85,1,Sometimes,24-26 years,Female,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),No,3-4 hours,6-7 hours,Low risk,4,2,2,3,4,1,2,1,3,1,3,3,4,2,3,3,4,2,1,3,4,2,3,3,2,5,5,3,2,3,4,1,2,1,3,2,3,4,2,2,3,4,Not At-Risk
HS2026446,2.37,1,0.7,0.89,0.86,0.7,Rarely,30-35 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,3-4 hours,4-5 hours,Moderate risk,3,5,2,3,1,2,3,3,2,1,2,3,3,4,4,3,3,1,3,2,1,2,4,2,5,2,1,3,2,3,1,2,3,3,2,2,3,2,5,3,1,3,Not At-Risk
HS2026447,2.98,0.79,0.69,0.89,0.91,0.69,Rarely,27-29 years,Male,300,BSc Nursing,High income,Never,Yes - more than 20 hours/week,3-4 hours,6-7 hours,Low risk,3,4,1,3,2,2,4,4,3,2,5,2,1,2,3,3,3,3,4,2,3,5,1,2,3,2,3,3,1,3,2,2,4,4,3,1,5,1,5,3,4,3,Not At-Risk
HS2026448,3.31,0.96,0.79,0.89,0.73,0.7,Rarely,27-29 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),No,1-2 hours,4-5 hours,Very low risk,2,3,3,5,5,3,1,1,5,4,4,1,5,3,5,1,1,5,2,3,3,2,2,3,3,3,2,1,3,5,5,3,1,1,5,5,3,1,3,4,2,2,Not At-Risk
HS2026449,3.17,0.92,0.69,0.7,0.81,0.69,Rarely,21-23 years,Female,300,BSc Nursing,High income,Never,No,3-4 hours,6-7 hours,Low risk,1,2,2,4,1,1,2,2,1,4,4,5,2,4,3,5,4,3,2,1,2,3,4,3,3,4,2,5,2,4,1,1,2,2,1,3,2,5,3,2,3,1,Not At-Risk
HS2026450,2.81,1,0.7,0.77,0.87,0.79,Almost never,24-26 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),No,3-4 hours,4-5 hours,Low risk,1,3,3,1,2,1,1,2,4,2,3,2,2,3,2,3,5,4,2,2,3,3,3,1,1,4,5,4,3,1,2,1,1,2,4,4,2,5,5,2,4,1,Not At-Risk
HS2026451,3.2,0.89,0.7,0.79,0.92,0.69,Sometimes,27-29 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,2-3 hours,5-6 hours,High risk,1,4,2,3,3,1,2,1,3,2,1,4,2,1,1,3,5,1,1,3,3,2,3,2,5,2,4,2,2,3,3,1,2,1,3,5,4,3,4,1,2,1,Not At-Risk
HS2026452,2.63,0.93,0.9,0.69,0.83,0.7,Sometimes,27-29 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,High risk,2,1,2,3,2,1,1,3,2,2,3,1,3,2,4,1,1,3,5,2,5,2,1,2,3,2,2,4,2,3,2,1,1,3,2,1,4,3,1,3,2,2,Not At-Risk
HS2026453,2.43,0.8,1,0.6,1,0.7,Rarely,21-23 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,3-4 hours,5-6 hours,Very low risk,3,4,1,4,1,4,1,3,2,2,3,5,2,4,4,2,4,3,4,3,3,2,5,3,2,3,3,4,1,4,1,4,1,3,2,4,1,4,2,2,3,3,At-Risk
HS2026454,3.31,0.8,0.69,0.79,0.74,0.9,Rarely,30-35 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,More than 8 hours,Low risk,3,4,4,2,1,1,5,3,3,4,4,1,2,4,4,1,4,2,4,5,1,1,1,3,2,4,5,3,4,2,1,1,5,3,3,2,4,3,4,5,2,3,Not At-Risk
HS2026455,3.17,0.89,0.6,0.89,0.95,1,Rarely,27-29 years,Male,300,BSc Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,3-4 hours,More than 8 hours,Low risk,1,1,2,2,2,3,1,3,4,3,5,4,5,2,4,5,1,3,3,2,1,2,5,4,1,5,1,3,2,2,2,3,1,3,4,3,2,4,3,4,2,1,Not At-Risk
HS2026456,2.91,0.93,0.79,0.91,0.88,0.7,Rarely,18-20 years,Female,300,BSc Nursing,Low income,Often (weekly),No,3-4 hours,More than 8 hours,Low risk,5,1,2,2,4,3,4,2,2,2,4,2,3,3,1,1,3,2,1,2,4,3,2,1,2,5,2,5,2,2,4,3,4,2,2,3,2,3,2,5,2,5,Not At-Risk
HS2026457,3.11,0.9,0.89,0.66,0.81,0.77,Almost never,18-20 years,Male,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,Less than 1 hour,6-7 hours,Moderate risk,4,4,3,4,3,3,1,4,2,2,3,5,3,5,2,2,3,2,3,1,2,3,4,5,5,1,3,2,3,4,3,3,1,4,2,2,2,3,5,3,4,4,At-Risk
HS2026458,2.89,0.79,0.91,1,0.82,0.79,Sometimes,21-23 years,Female,300,BSc Nursing,Low income,Always,Yes - 10-20 hours/week,1-2 hours,5-6 hours,Moderate risk,2,4,4,2,3,4,2,3,2,1,3,4,3,2,5,3,2,1,4,5,1,3,4,4,4,4,1,4,4,2,3,4,2,3,2,2,2,1,3,4,1,2,Not At-Risk
HS2026459,2.57,0.67,0.66,0.79,0.94,0.69,Sometimes,21-23 years,Male,300,BSc Nursing,Low income,Always,No,2-3 hours,4-5 hours,Moderate risk,3,2,3,5,2,4,3,3,3,4,3,4,1,3,5,3,3,3,1,2,2,3,2,1,2,2,5,4,3,5,2,4,3,3,3,5,4,5,5,2,2,3,At-Risk
HS2026460,2.94,0.72,1,0.7,0.97,0.6,Rarely,24-26 years,Male,300,BSc Nursing,Low income,Never,No,1-2 hours,6-7 hours,Moderate risk,3,3,1,4,2,4,3,2,3,4,3,1,2,3,5,3,2,3,4,3,4,3,4,2,4,3,1,4,1,4,2,4,3,2,3,3,5,1,2,4,2,3,At-Risk
HS2026461,3.57,0.69,0.79,0.93,1,0.79,Rarely,27-29 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),No,3-4 hours,4-5 hours,Moderate risk,3,3,2,3,5,3,3,4,4,5,3,2,3,4,4,2,4,3,1,1,1,3,3,1,1,2,5,3,2,3,5,3,3,4,4,4,5,4,1,2,3,3,Not At-Risk
HS2026462,2.8,1,0.7,0.9,0.89,0.89,Rarely,21-23 years,Male,300,BSc Nursing,Low income,Always,Yes - fewer than 10 hours/week,0,Less than 4 hours,High risk,1,3,3,3,2,1,1,4,3,3,2,5,2,3,5,5,2,4,3,3,1,2,5,1,4,5,3,4,3,3,2,1,1,4,3,3,3,5,1,5,5,1,Not At-Risk
HS2026463,3.11,0.59,0.93,0.6,0.87,0.91,Rarely,21-23 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),No,3-4 hours,6-7 hours,Moderate risk,3,4,1,4,4,3,4,3,4,3,3,2,4,4,5,4,1,5,4,4,3,4,2,3,2,2,2,3,1,4,4,3,4,3,4,3,3,4,2,2,3,3,Not At-Risk
HS2026464,3.02,0.55,0.9,0.79,0.73,0.66,Almost never,24-26 years,Female,300,BSc Nursing,Upper-middle income,Never,Yes - 10-20 hours/week,2-3 hours,4-5 hours,Low risk,5,5,3,5,2,2,5,3,5,4,2,3,3,2,2,2,5,3,5,4,2,3,1,1,4,5,4,2,3,5,2,2,5,3,5,2,3,4,2,2,3,5,Not At-Risk
HS2026465,2.98,0.96,0.6,0.87,0.98,1,Sometimes,24-26 years,Male,300,BSc Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Moderate risk,2,5,2,3,3,1,2,1,4,3,2,1,3,4,5,4,3,2,3,1,4,1,4,4,4,3,3,5,2,3,3,1,2,1,4,1,3,3,2,5,2,2,Not At-Risk
HS2026466,2.93,0.59,0.79,0.78,0.88,0.79,Sometimes,21-23 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,Less than 1 hour,4-5 hours,Low risk,3,4,5,1,3,4,3,3,2,1,4,3,3,4,5,2,2,2,3,4,3,2,2,2,3,2,4,1,5,1,3,4,3,3,2,1,3,3,5,5,1,3,Not At-Risk
HS2026467,3,0.93,0.87,0.99,0.9,0.7,Rarely,30-35 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Very low risk,1,1,2,3,3,2,4,2,1,5,4,2,4,3,2,2,2,3,4,2,3,3,5,1,3,3,5,3,2,3,3,2,4,2,1,3,1,2,4,2,4,1,Not At-Risk
HS2026468,2.39,0.75,0.78,0.88,0.88,0.93,Rarely,21-23 years,Female,300,BSc Nursing,High income,Never,No,More than 4 hours,4-5 hours,Low risk,4,4,5,1,3,4,4,1,2,4,1,4,3,4,2,3,3,3,2,5,4,2,3,2,3,4,2,3,5,1,3,4,4,1,2,3,3,2,5,3,2,4,At-Risk
HS2026469,3.39,0.57,0.99,1,0.86,0.9,Rarely,21-23 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),No,Less than 1 hour,5-6 hours,Low risk,2,3,4,4,4,2,1,1,2,3,4,5,4,3,1,2,2,2,4,4,5,4,2,2,3,4,3,3,4,4,4,2,1,1,2,2,1,1,3,2,3,2,Not At-Risk
HS2026470,2.59,0.89,0.88,0.89,0.91,0.6,Rarely,24-26 years,Female,300,BSc Nursing,Middle income,Never,Yes - more than 20 hours/week,2-3 hours,4-5 hours,High risk,3,4,3,3,2,3,3,1,1,2,2,3,2,3,3,4,3,3,5,1,3,5,4,4,3,1,1,2,3,3,2,3,3,1,1,2,2,1,5,1,4,3,Not At-Risk
HS2026471,2.63,1,1,0.9,0.82,0.79,Almost never,30-35 years,Male,300,BSc Nursing,Middle income,Always,Yes - fewer than 10 hours/week,More than 4 hours,5-6 hours,High risk,3,1,2,1,2,3,2,2,4,2,1,2,4,5,3,2,1,5,2,3,2,2,2,3,3,4,4,5,2,1,2,3,2,2,4,1,4,4,3,2,2,3,At-Risk
HS2026472,2.52,0.89,0.89,0.89,0.91,0.87,Sometimes,27-29 years,Male,300,BSc Nursing,Low income,Always,No,1-2 hours,More than 8 hours,Very low risk,5,2,4,2,2,2,4,3,5,4,5,3,1,1,3,4,5,1,5,1,2,3,3,5,1,5,1,2,4,2,2,2,4,3,5,4,2,1,4,3,3,5,Not At-Risk
HS2026473,3.19,0.89,0.9,0.7,0.84,0.78,Sometimes,27-29 years,Female,300,BSc Nursing,Middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,More than 8 hours,Low risk,1,2,2,3,4,5,3,2,3,3,4,2,1,2,2,2,3,3,3,2,3,4,2,4,2,3,4,3,2,3,4,5,3,2,3,4,4,2,4,2,5,1,Not At-Risk
HS2026474,3.07,0.89,0.69,0.77,0.73,0.99,Rarely,21-23 years,Female,300,BSc Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,More than 8 hours,Low risk,1,2,3,5,4,3,3,5,3,2,4,3,5,3,3,2,1,2,2,3,4,3,4,2,1,2,3,3,3,5,4,3,3,5,3,5,4,3,1,4,2,1,Not At-Risk
HS2026475,2.41,0.7,0.7,0.79,0.66,0.88,Rarely,24-26 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,Less than 1 hour,6-7 hours,Low risk,3,2,3,4,4,3,4,4,3,3,2,2,1,2,1,2,3,2,4,3,1,1,4,4,3,3,2,2,3,4,4,3,4,4,3,3,1,1,1,4,5,3,Not At-Risk
HS2026476,2.54,0.77,0.69,0.69,0.49,1,Rarely,27-29 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,5-6 hours,Moderate risk,5,5,2,3,1,1,4,1,3,1,2,3,4,5,3,3,3,2,1,4,3,1,3,3,2,4,4,3,2,3,1,1,4,1,3,2,4,2,4,3,3,5,Not At-Risk
HS2026477,2.76,0.79,0.79,0.6,1,0.89,Rarely,27-29 years,Female,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,1-2 hours,4-5 hours,Moderate risk,3,2,3,2,3,3,3,5,2,1,3,2,1,1,4,1,3,4,3,2,3,2,3,3,5,4,2,3,3,2,3,3,3,5,2,3,1,3,4,1,2,3,Not At-Risk
HS2026478,2.21,0.69,0.69,0.79,0.51,0.9,Almost never,21-23 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,1-2 hours,6-7 hours,Moderate risk,4,2,1,3,5,3,3,4,3,1,1,4,2,1,2,2,3,4,3,5,2,5,1,2,2,2,1,2,1,3,5,3,3,4,3,1,2,3,2,5,5,4,At-Risk
HS2026479,2.87,0.6,0.7,0.89,0.85,1,Sometimes,30-35 years,Male,300,BSc Nursing,High income,Never,No,1-2 hours,4-5 hours,Moderate risk,5,5,4,1,3,5,2,4,3,4,1,3,2,4,2,2,3,4,2,4,3,2,1,3,1,1,1,1,4,1,3,5,2,4,3,2,2,3,2,1,3,5,At-Risk
HS2026480,3.24,0.79,0.7,0.91,0.91,1,Sometimes,27-29 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),No,1-2 hours,Less than 4 hours,Moderate risk,2,3,4,3,3,3,3,3,4,3,5,2,3,1,2,2,2,2,4,1,3,1,3,2,1,4,1,2,4,3,3,3,3,3,4,4,4,3,3,3,5,2,Not At-Risk
HS2026481,3.07,0.89,0.9,0.66,1,0.7,Rarely,18-20 years,Female,300,BSc Nursing,High income,Never,No,2-3 hours,6-7 hours,High risk,4,4,1,3,3,5,3,4,1,1,1,2,4,3,3,4,3,4,5,1,3,1,4,4,4,1,5,1,1,3,3,5,3,4,1,3,2,1,1,5,1,4,Not At-Risk
HS2026482,3.22,0.91,1,1,0.86,0.69,Rarely,18-20 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,2-3 hours,4-5 hours,Moderate risk,1,4,5,2,1,1,3,5,3,1,4,3,2,4,2,3,3,1,2,2,2,4,1,1,1,3,3,1,5,2,1,1,3,5,3,4,3,4,4,3,2,1,Not At-Risk
HS2026483,2.7,0.66,0.7,0.79,0.92,0.7,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,6-7 hours,Low risk,2,2,5,3,1,4,1,4,2,3,4,5,1,2,3,2,3,3,2,2,2,4,4,2,3,5,1,2,5,3,1,4,1,4,2,3,2,4,2,1,3,2,Not At-Risk
HS2026484,2.54,1,0.77,0.7,0.9,0.69,Rarely,21-23 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,3-4 hours,4-5 hours,Moderate risk,4,3,1,2,2,3,4,3,3,2,1,2,2,1,2,1,4,2,2,2,5,1,4,3,1,4,1,4,1,2,2,3,4,3,3,2,2,5,1,2,3,4,Not At-Risk
HS2026485,3.13,0.79,0.79,0.93,0.94,0.79,Almost never,24-26 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,6-7 hours,Low risk,4,4,5,3,3,4,1,3,3,4,2,2,4,4,4,1,2,4,2,2,4,2,3,4,2,3,3,1,5,3,3,4,1,3,3,2,3,1,4,3,1,4,Not At-Risk
HS2026486,2.3,0.7,0.69,0.9,0.82,0.69,Sometimes,27-29 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,Very low risk,1,2,1,4,2,3,2,4,4,1,5,2,2,1,3,3,1,3,1,2,4,3,1,2,1,3,5,4,1,4,2,3,2,4,4,5,3,3,3,3,2,1,Not At-Risk
HS2026487,3.15,0.93,0.6,0.6,0.8,0.7,Sometimes,21-23 years,Male,300,BSc Nursing,Low income,Sometimes (monthly),No,2-3 hours,5-6 hours,Low risk,2,1,3,3,4,1,2,1,3,3,4,2,5,5,5,2,1,4,1,1,1,2,5,3,2,4,2,3,3,3,4,1,2,1,3,3,3,2,5,5,3,2,Not At-Risk
HS2026488,3.54,0.9,0.79,0.79,0.84,0.7,Rarely,21-23 years,Male,300,BSc Nursing,Low income,Often (weekly),Yes - 10-20 hours/week,1-2 hours,4-5 hours,Low risk,3,2,3,2,2,1,3,2,2,5,2,4,5,4,3,3,3,5,5,5,1,3,2,3,3,5,1,5,3,2,2,1,3,2,2,4,2,5,2,1,3,3,Not At-Risk
HS2026489,3.41,0.6,0.89,0.87,0.92,0.89,Rarely,24-26 years,Female,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,1-2 hours,5-6 hours,High risk,1,1,4,3,3,4,3,3,3,1,5,4,2,2,3,3,3,3,3,3,3,3,1,2,2,2,5,3,4,3,3,4,3,3,3,1,2,3,2,3,3,1,Not At-Risk
HS2026490,3.74,0.79,0.91,0.78,0.77,0.89,Rarely,24-26 years,Male,300,BSc Nursing,Low income,Always,No,2-3 hours,More than 8 hours,High risk,5,4,2,3,2,2,2,4,3,2,4,4,4,2,4,3,4,3,2,2,2,3,2,4,4,4,5,2,2,3,2,2,2,4,3,2,3,3,3,2,1,5,Not At-Risk
HS2026491,3.43,0.87,0.66,0.99,0.93,0.89,Rarely,21-23 years,Female,300,BSc Nursing,Low income,Always,No,2-3 hours,More than 8 hours,Very low risk,3,3,3,5,3,4,2,1,4,3,3,2,3,1,3,2,3,2,5,4,4,5,3,3,4,3,2,5,3,5,3,4,2,1,4,4,3,3,4,2,5,3,Not At-Risk
HS2026492,3.31,0.78,0.7,0.88,0.89,0.7,Almost never,30-35 years,Female,300,BSc Nursing,Low income,Never,No,2-3 hours,More than 8 hours,Low risk,2,4,3,3,3,4,2,4,3,4,1,1,3,1,1,3,4,2,2,3,1,1,1,2,4,2,2,5,3,3,3,4,2,4,3,3,1,1,4,5,4,2,Not At-Risk
HS2026493,3.15,0.99,0.69,1,0.86,0.77,Sometimes,21-23 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Low risk,1,5,2,3,4,4,2,2,4,2,1,3,5,3,3,5,1,4,4,2,1,4,2,1,5,4,4,3,2,3,4,4,2,2,4,3,2,5,2,4,2,1,Not At-Risk
HS2026494,2.78,0.88,0.79,0.89,0.97,0.79,Sometimes,21-23 years,Female,300,BSc Nursing,Low income,Always,No,1-2 hours,5-6 hours,Low risk,2,3,1,4,3,1,5,2,3,4,3,2,1,3,4,4,2,3,1,4,4,4,2,1,2,3,2,5,1,4,3,1,5,2,3,1,2,3,2,2,4,2,Not At-Risk
HS2026495,2.76,1,0.69,0.9,0.84,0.69,Rarely,24-26 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,Less than 1 hour,4-5 hours,Moderate risk,2,2,2,5,2,2,3,1,3,1,3,1,1,1,3,3,4,2,3,3,1,2,5,3,4,2,1,4,2,5,2,2,3,1,3,5,3,2,3,3,4,2,Not At-Risk
HS2026496,2.5,0.89,0.7,1,0.94,0.6,Rarely,30-35 years,Male,300,BSc Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Moderate risk,4,2,2,3,4,3,3,3,4,2,3,3,3,3,1,3,1,2,4,5,3,4,2,1,3,3,4,2,2,3,4,3,3,3,4,1,3,2,4,5,3,4,Not At-Risk
HS2026497,2.3,0.9,0.89,1,0.95,0.79,Rarely,27-29 years,Male,300,BSc Nursing,Upper-middle income,Never,No,2-3 hours,4-5 hours,Moderate risk,4,4,1,4,5,5,2,3,2,4,3,5,3,2,1,2,3,2,3,4,3,4,3,3,1,3,4,2,1,4,5,5,2,3,2,5,4,1,5,1,3,4,Not At-Risk
HS2026498,3.41,0.89,0.7,0.7,1,0.89,Rarely,27-29 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,Less than 4 hours,Moderate risk,4,2,1,3,3,4,3,2,3,2,2,3,4,3,2,4,3,5,5,2,2,3,1,3,5,1,3,3,1,3,3,4,3,2,3,2,1,2,5,2,5,4,Not At-Risk
HS2026499,3.37,0.7,0.77,0.69,0.88,0.91,Almost never,21-23 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,6-7 hours,Moderate risk,2,3,2,4,4,1,3,1,2,4,1,1,3,4,3,3,4,2,1,2,3,5,2,1,3,2,3,2,2,4,4,1,3,1,2,4,5,5,1,3,2,2,Not At-Risk
HS2026500,2.98,0.77,0.79,0.7,0.79,0.66,Sometimes,24-26 years,Female,300,BSc Nursing,High income,Never,No,1-2 hours,4-5 hours,High risk,2,2,2,3,3,2,1,4,1,1,2,3,3,1,3,2,5,2,2,2,3,5,1,5,1,3,3,4,2,3,3,2,1,4,1,4,4,4,4,1,4,2,Not At-Risk
HS2026501,3.09,0.79,0.69,0.69,1,1,Sometimes,27-29 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),Yes - more than 20 hours/week,1-2 hours,6-7 hours,Moderate risk,2,2,4,1,2,1,2,1,3,2,4,3,2,3,4,4,4,4,4,5,4,2,5,2,5,5,1,3,4,1,2,1,2,1,3,2,1,2,2,5,4,2,Not At-Risk
HS2026502,3.19,0.69,0.6,0.79,0.96,0.79,Rarely,27-29 years,Female,300,BSc Nursing,Middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Low risk,3,3,2,1,3,5,1,2,1,1,3,3,2,4,4,4,1,4,3,5,5,2,3,4,5,4,3,5,2,1,3,5,1,2,1,4,2,4,3,1,4,3,Not At-Risk
HS2026503,3.17,0.6,0.6,0.69,0.9,0.7,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Always,No,2-3 hours,6-7 hours,Moderate risk,5,5,2,2,2,4,2,4,4,2,3,1,4,4,1,2,3,2,5,3,3,4,5,1,1,3,2,4,2,2,2,4,2,4,4,3,1,1,2,5,3,5,Not At-Risk
